t_start_s,t_end_s,acc_x_mean,acc_x_std,acc_x_min,acc_x_max,acc_x_range,acc_x_median,acc_x_iqr,acc_x_rms,acc_x_skewness,acc_x_kurtosis,acc_x_zcr,acc_x_abs_integral,acc_y_mean,acc_y_std,acc_y_min,acc_y_max,acc_y_range,acc_y_median,acc_y_iqr,acc_y_rms,acc_y_skewness,acc_y_kurtosis,acc_y_zcr,acc_y_abs_integral,acc_z_mean,acc_z_std,acc_z_min,acc_z_max,acc_z_range,acc_z_median,acc_z_iqr,acc_z_rms,acc_z_skewness,acc_z_kurtosis,acc_z_zcr,acc_z_abs_integral,gyro_x_mean,gyro_x_std,gyro_x_min,gyro_x_max,gyro_x_range,gyro_x_median,gyro_x_iqr,gyro_x_rms,gyro_x_skewness,gyro_x_kurtosis,gyro_x_zcr,gyro_x_abs_integral,gyro_y_mean,gyro_y_std,gyro_y_min,gyro_y_max,gyro_y_range,gyro_y_median,gyro_y_iqr,gyro_y_rms,gyro_y_skewness,gyro_y_kurtosis,gyro_y_zcr,gyro_y_abs_integral,gyro_z_mean,gyro_z_std,gyro_z_min,gyro_z_max,gyro_z_range,gyro_z_median,gyro_z_iqr,gyro_z_rms,gyro_z_skewness,gyro_z_kurtosis,gyro_z_zcr,gyro_z_abs_integral,quat_w_mean,quat_w_std,quat_w_min,quat_w_max,quat_w_range,quat_w_median,quat_w_iqr,quat_w_rms,quat_w_skewness,quat_w_kurtosis,quat_w_zcr,quat_w_abs_integral,quat_x_mean,quat_x_std,quat_x_min,quat_x_max,quat_x_range,quat_x_median,quat_x_iqr,quat_x_rms,quat_x_skewness,quat_x_kurtosis,quat_x_zcr,quat_x_abs_integral,quat_y_mean,quat_y_std,quat_y_min,quat_y_max,quat_y_range,quat_y_median,quat_y_iqr,quat_y_rms,quat_y_skewness,quat_y_kurtosis,quat_y_zcr,quat_y_abs_integral,quat_z_mean,quat_z_std,quat_z_min,quat_z_max,quat_z_range,quat_z_median,quat_z_iqr,quat_z_rms,quat_z_skewness,quat_z_kurtosis,quat_z_zcr,quat_z_abs_integral,encoder_angle_mean,encoder_angle_std,encoder_angle_min,encoder_angle_max,encoder_angle_range,encoder_angle_median,encoder_angle_iqr,encoder_angle_rms,encoder_angle_skewness,encoder_angle_kurtosis,encoder_angle_zcr,encoder_angle_abs_integral,grf_x_mean,grf_x_std,grf_x_min,grf_x_max,grf_x_range,grf_x_median,grf_x_iqr,grf_x_rms,grf_x_skewness,grf_x_kurtosis,grf_x_zcr,grf_x_abs_integral,grf_y_mean,grf_y_std,grf_y_min,grf_y_max,grf_y_range,grf_y_median,grf_y_iqr,grf_y_rms,grf_y_skewness,grf_y_kurtosis,grf_y_zcr,grf_y_abs_integral,grf_z_mean,grf_z_std,grf_z_min,grf_z_max,grf_z_range,grf_z_median,grf_z_iqr,grf_z_rms,grf_z_skewness,grf_z_kurtosis,grf_z_zcr,grf_z_abs_integral,grt_x_mean,grt_x_std,grt_x_min,grt_x_max,grt_x_range,grt_x_median,grt_x_iqr,grt_x_rms,grt_x_skewness,grt_x_kurtosis,grt_x_zcr,grt_x_abs_integral,grt_y_mean,grt_y_std,grt_y_min,grt_y_max,grt_y_range,grt_y_median,grt_y_iqr,grt_y_rms,grt_y_skewness,grt_y_kurtosis,grt_y_zcr,grt_y_abs_integral,grt_z_mean,grt_z_std,grt_z_min,grt_z_max,grt_z_range,grt_z_median,grt_z_iqr,grt_z_rms,grt_z_skewness,grt_z_kurtosis,grt_z_zcr,grt_z_abs_integral,label
2.8,3.798,-0.1618905473,0.8102400651,-5.49,1.04,6.53,-0.12,0.61,0.8262551134,-3.758759902,23.90243372,11,0.441215,0.1066666667,0.4408238932,-1.86,0.98,2.84,0.13,0.55,0.4535454581,-1.109840673,6.760548192,11,0.340025,0.2687562189,0.8301417162,-0.54,6.26,6.8,0.09,0.42,0.8725624185,4.614948848,30.55328631,13,0.391885,0.02606965174,0.05236662874,-0.06,0.22,0.28,0.02,0.06,0.05849692767,1.372369032,5.771781509,11,0.040185,-0.005671641791,0.08426841527,-0.21,0.13,0.34,0.01,0.09,0.08445906306,-0.8785171523,3.349745308,1,0.06559,-0.1212437811,0.112014326,-0.55,0.1,0.65,-0.12,0.14,0.1650674519,-0.4547210784,4.053309053,4,0.135525,0.6380597015,0.008506153343,0.63,0.65,0.02,0.64,0.02,0.6381163979,0.3809245843,1.486657951,0,0.63675,0.2566666667,0.01202540153,0.24,0.27,0.03,0.26,0.03,0.2569482206,-0.2657473554,1.524713829,0,0.25601,0.6350746269,0.004999443052,0.63,0.64,0.01,0.64,0.01,0.6350943049,-0.0298540717,1.000891266,0,0.633925,-0.3527363184,0.01363982771,-0.38,-0.34,0.04,-0.35,0.03,0.3529999366,-0.5801412381,1.851329213,0,0.352215,0,0,0,0,0,0,0,0,0,0,0,0,-50.6119403,41.11965136,-122.7,52.4,175.1,-52.9,55.4,65.21038436,0.4004427691,2.580687798,3,56.47195,30.03432836,37.78527795,-29.5,96,125.5,43,68.3,48.26787865,-0.09085409264,1.783816483,2,41.189,544.6825871,267.7151078,-93.7,910.8,1004.5,629.2,437.4,606.9188575,-0.7106673959,2.486502688,1,555.89195,10.60298507,4.839585016,-0.3,17.7,18,11.7,8.4,11.65525099,-0.5313196493,2.293286362,1,10.7087,-59.30248756,25.76831993,-92.7,0.2,92.9,-67.9,43.8,64.65903915,0.6350161789,2.208066975,1,59.80955,5.668159204,3.504408183,-1.1,12.7,13.8,6,5.5,6.664000711,0.07780787466,2.389595083,1,5.7941,"Stair-ascent"
2.901,3.9,-0.2537623762,0.8898479695,-5.49,1.04,6.53,-0.15,0.59,0.9253241337,-3.280868819,17.73606831,11,0.50561,0.2107920792,0.5623424896,-1.86,1.8,3.66,0.22,0.75,0.6005517265,-0.09334490811,4.97303725,11,0.433825,0.604950495,1.432649435,-0.54,6.67,7.21,0.1,0.7,1.555136491,2.759989998,10.20750862,11,0.721015,0.04455445545,0.07788700565,-0.06,0.33,0.39,0.02,0.07,0.08973006825,1.71453979,6.060619144,10,0.056815,-0.002871287129,0.09260088567,-0.21,0.28,0.49,0,0.09,0.09264539015,-0.2705337106,3.644693466,2,0.07002,-0.1887128713,0.2239106229,-0.93,0.1,1.03,-0.14,0.16,0.2928284734,-1.687731979,5.707874644,4,0.197985,0.634950495,0.009187137196,0.61,0.65,0.04,0.63,0.01,0.6350169562,0.09118029276,2.841362244,0,0.634535,0.2517821782,0.01471821392,0.22,0.27,0.05,0.25,0.02,0.2522119963,-0.4022995478,2.220767415,0,0.251645,0.6353465347,0.004987976918,0.63,0.64,0.01,0.64,0.01,0.6353661141,-0.138947978,1.019306541,0,0.634795,-0.3596039604,0.0202421378,-0.41,-0.34,0.07,-0.35,0.03,0.3601732257,-0.9922069518,3.228049467,0,0.358985,0,0,0,0,0,0,0,0,0,0,0,0,-45.74950495,47.18083732,-122.7,52.4,175.1,-52.3,55.6,65.71946906,0.4622131102,2.174476048,1,58.3891,29.23069307,38.66375165,-32.9,96,128.9,42.95,68.75,48.46977521,-0.1241099123,1.798069675,2,41.68415,510.0757426,319.2768488,-93.7,910.8,1004.5,629.2,441.275,601.7598934,-0.8047536871,2.311424839,1,541.86215,10.0980198,5.603967481,-0.4,17.7,18.1,11.7,8.4,11.54878589,-0.6899664317,2.296446101,1,10.3125,-56.39158416,30.34317544,-92.7,1.7,94.4,-67.7,44.225,64.03685704,0.7980121804,2.317982721,1,57.5199,5.434158416,3.794090185,-1.1,12.7,13.8,6,5.45,6.627608771,-0.06220144456,2.253443724,1,5.68365,"Stair-ascent"
3.005,3.999,-0.1628282828,0.9357598764,-5.49,1.27,6.76,-0.05,0.62,0.9498208231,-3.051745874,16.08453899,10,0.52487,0.263030303,0.5405280892,-1.86,1.8,3.66,0.25,0.605,0.6011285682,-0.3015082784,5.908736021,11,0.42101,0.7661616162,1.446852877,-0.54,6.67,7.21,0.19,1.135,1.637188709,2.456804837,8.868152724,11,0.838535,0.03747474747,0.08563893472,-0.1,0.33,0.43,0.02,0.08,0.09347932305,1.28548468,5.072562018,9,0.0618,0.02656565657,0.1445100508,-0.21,0.41,0.62,-0.01,0.1225,0.1469315789,0.9925295003,4.084104327,2,0.10245,-0.2280808081,0.2273815677,-0.93,0.1,1.03,-0.17,0.2175,0.322060914,-1.287461801,4.496759797,3,0.23509,0.6303030303,0.01184534563,0.59,0.65,0.06,0.63,0.01,0.6304143258,-1.079543129,4.636920589,0,0.62666,0.2463636364,0.01684477831,0.21,0.27,0.06,0.25,0.02,0.2469388343,-0.4581576466,2.371264021,0,0.244825,0.636969697,0.005765544724,0.63,0.65,0.02,0.64,0.01,0.6369957899,0.1408344423,2.40162083,0,0.63323,-0.3668686869,0.02468576102,-0.42,-0.34,0.08,-0.36,0.03,0.3676982733,-0.7888198603,2.50043144,0,0.364735,0,0,0,0,0,0,0,0,0,0,0,0,-40.94090909,52.57019735,-122.7,52.4,175.1,-55.15,105.85,66.63170182,0.3669760842,1.717518476,1,59.19675,29.06111111,39.80580833,-32.9,96,128.9,43.2,78.125,49.28539901,-0.186754333,1.777082242,1,42.8192,475.1045455,362.0765205,-93.7,910.8,1004.5,629.85,783.95,597.3472489,-0.6523616753,1.750830977,1,513.65025,9.615151515,6.255040208,-0.4,17.7,18.1,11.7,13.375,11.47068728,-0.6107018522,1.844372557,4,9.6644,-53.49646465,34.357703,-92.7,1.7,94.4,-68.25,68.35,63.5792693,0.704651995,1.850854019,1,53.8946,5.200505051,4.104696712,-1.1,12.7,13.8,6,8.3,6.625238704,-0.09906601491,1.970598113,1,5.4181,"Stair-ascent"
3.108,4.096,0.05989847716,1.264211393,-5.49,3.62,9.11,-0.05,0.8,1.265629596,-0.5676385394,8.15222866,9,0.74298,0.2917766497,0.5418799677,-1.86,1.8,3.66,0.28,0.56,0.6154409092,-0.425287588,5.960000594,9,0.435225,0.4739593909,1.861354116,-4.28,6.67,10.95,0.17,1.21,1.920748981,0.6236325669,5.959281442,10,1.09768,0.02994923858,0.09040516506,-0.1,0.33,0.43,0.01,0.1,0.09523681411,1.210322938,4.641913707,8,0.064785,0.04730964467,0.1611140484,-0.21,0.41,0.62,-0.01,0.17,0.1679164646,0.6579556726,2.738446569,2,0.12372,-0.283248731,0.244275795,-0.93,0.1,1.03,-0.21,0.31,0.3740327628,-0.7926771104,2.967114979,2,0.288105,0.6241116751,0.01688563249,0.57,0.64,0.07,0.63,0.01,0.6243400577,-1.469275509,4.155731924,0,0.616655,0.2396446701,0.01952157818,0.19,0.27,0.08,0.24,0.03,0.2404384742,-0.6461323396,2.528690806,0,0.236625,0.6402538071,0.009421680809,0.63,0.67,0.04,0.64,0.01,0.6403231259,1.406177349,5.145883375,0,0.63266,-0.375177665,0.02820508484,-0.43,-0.34,0.09,-0.37,0.05,0.3762363713,-0.5615823301,1.986936784,0,0.37095,0.05482233503,0.2499534858,0,1.9,1.9,0,0,0.2558949658,5.40477677,33.35612713,0,0.05055,-35.44416244,56.52747078,-122.7,52.4,175.1,-55.7,108.4,66.72063852,0.1822396146,1.385010805,1,58.9803,25.7035533,42.51877027,-32.9,96,128.9,43.4,81.2,49.6841874,-0.08064079235,1.514009977,1,43.58445,411.5690355,394.4869084,-93.7,910.8,1004.5,627.4,842.8,570.0955989,-0.2890053014,1.27611159,1,461.151,8.656852792,6.830635398,-0.4,17.7,18.1,11.7,14.4,11.02717916,-0.2931470635,1.354933716,4,8.6343,-47.95177665,37.9713873,-92.7,1.7,94.4,-68.3,81.1,61.16534261,0.374255904,1.319226251,1,48.1988,4.580203046,4.40272919,-1.1,12.7,13.8,5.7,8.3,6.353131847,0.1528444022,1.701310947,1,4.82405,"Stair-ascent"
3.2,4.198,0.3841,1.622709521,-5.49,3.64,9.13,0.02,0.935,1.6675488,0.05822602127,4.595349505,8,1.030415,0.3465,0.5208260266,-1.86,1.8,3.66,0.355,0.5325,0.6255573515,-0.5906993847,6.859906025,8,0.452775,0.0958,2.184904886,-4.28,6.67,10.95,0.1,1.265,2.187004115,0.3270361513,4.210301484,9,1.378635,0.0308,0.08942236857,-0.1,0.33,0.43,0.02,0.09,0.09457801013,1.210522406,4.724040262,10,0.06512,0.03155,0.1672426306,-0.24,0.41,0.65,-0.01,0.18,0.170192538,0.7228709245,2.738153092,3,0.12748,-0.3375,0.2614129874,-0.93,0.1,1.03,-0.27,0.4225,0.4268992855,-0.3770436788,2.187088591,2,0.34257,0.6162,0.02386545621,0.56,0.64,0.08,0.63,0.03,0.616661982,-1.139730848,2.885845493,0,0.6155,0.23065,0.02573086668,0.17,0.26,0.09,0.24,0.04,0.2320808049,-0.8380177264,2.738220983,0,0.23063,0.6445,0.01251998403,0.63,0.67,0.04,0.64,0.01,0.6446215944,1.061269832,2.944796746,0,0.64304,-0.38595,0.03251303585,-0.45,-0.34,0.11,-0.37,0.06,0.3873170536,-0.4677166862,1.86107194,0,0.384815,0.6845,1.933470907,0,9.4,9.4,0,0,2.051060701,3.036649679,11.30134289,0,0.62435,-26.841,59.00743952,-122.7,52.4,175.1,-12.05,108.6,64.82528211,-0.1420715945,1.249576361,1,57.0007,19.164,44.46426435,-32.9,96,128.9,16.45,82.225,48.41827857,0.2183857795,1.40702006,1,42.45665,316.54,390.3109704,-93.7,869.1,962.8,258.1,787.575,502.533805,0.09510201587,1.154073671,1,390.4624,7.2935,7.029417312,-0.4,17.7,18.1,7.8,13.775,10.1295533,0.1082928763,1.234134032,4,7.42655,-39.676,39.16344117,-92.7,1.7,94.4,-44.1,80.1,55.74908161,-0.03912962447,1.153982344,1,41.13115,3.9385,4.594950245,-1.1,12.7,13.8,2.3,8.4,6.051888135,0.4137732579,1.66671318,1,4.3348,"Stair-ascent"
3.3,4.298,0.5715763547,1.656996951,-5.49,3.64,9.13,0.14,1.85,1.752808724,-0.1889904343,4.277374644,7,1.18443,0.4096551724,0.5356965718,-1.86,1.8,3.66,0.45,0.65,0.6743798465,-0.7819375261,6.427571894,6,0.51913,-0.1078817734,2.25767393,-4.28,6.67,10.95,0.06,2.83,2.260249997,0.4809382019,3.84395394,6,1.57407,0.02985221675,0.08922478301,-0.1,0.33,0.43,0.02,0.1,0.09408621976,1.223791021,4.753335017,10,0.066715,-4.926108374e-05,0.1818771781,-0.25,0.41,0.66,-0.02,0.17,0.1818771848,0.7659653604,2.730070501,3,0.14233,-0.3045320197,0.3070295516,-0.93,0.7,1.63,-0.28,0.445,0.4324429402,0.2214029363,3.064924313,3,0.34592,0.6095566502,0.02632312461,0.56,0.64,0.08,0.63,0.05,0.6101247551,-0.7232452411,1.874276296,0,0.6083,0.2218226601,0.03027180774,0.16,0.26,0.1,0.24,0.04,0.2238787057,-0.6601304611,2.16848034,0,0.22116,0.6470935961,0.01396427914,0.63,0.67,0.04,0.64,0.02,0.6472442531,0.6352189882,1.952463713,0,0.645825,-0.3955172414,0.03501025111,-0.45,-0.35,0.1,-0.38,0.055,0.3970637303,-0.2517996369,1.599753782,0,0.39504,1.866995074,3.904846595,0,13.7,13.7,0,0.35,4.328221059,1.9783803,5.420965811,0,1.80775,-17.30591133,58.51234188,-122.7,52.4,175.1,26,106.45,61.01793768,-0.5049232604,1.472055986,1,52.02005,11.6044335,44.31613846,-32.9,96,128.9,-21.2,74.55,45.81029366,0.580923543,1.679425598,1,39.3504,234.844335,370.3007819,-93.7,798.2,891.9,-73.8,724.5,438.491198,0.4377841123,1.312526139,1,317.7827,5.961083744,6.882083028,-0.4,17.7,18.1,0.4,12.15,9.104811157,0.481405981,1.470525065,4,5.98025,-32.42610837,38.79557588,-92.7,1.7,94.4,0.2,73.45,50.56232997,-0.4080510553,1.322112927,1,33.6157,3.183251232,4.553017218,-1.1,12.7,13.8,-0.3,7.1,5.555452654,0.7812083177,2.083869422,1,3.59605,"Stair-ascent"
3.4,4.394,0.5273366834,1.724121637,-5.49,3.64,9.13,0.15,1.95,1.802964059,-0.1816339834,3.819780098,6,1.241595,0.4118592965,0.5403814587,-1.86,1.8,3.66,0.45,0.65,0.6794410946,-0.7873157019,6.342353738,5,0.52156,-0.2122613065,2.303077341,-4.28,6.67,10.95,0.06,3.03,2.312838105,0.5873292643,3.720519628,4,1.675405,0.03874371859,0.09177167236,-0.1,0.33,0.43,0.03,0.11,0.09961483613,0.9058299686,3.964919989,8,0.07445,-0.009899497487,0.1873351602,-0.25,0.41,0.66,-0.04,0.215,0.1875965413,0.838311688,2.663240873,3,0.152275,-0.1771859296,0.5585166289,-0.93,1.64,2.57,-0.29,0.555,0.5859485288,1.554538533,5.208317617,3,0.447755,0.6054773869,0.02594250003,0.56,0.64,0.08,0.61,0.05,0.6060329029,-0.4145827948,1.609802386,0,0.602,0.2146231156,0.02885997504,0.16,0.25,0.09,0.22,0.05,0.2165547965,-0.4453822611,1.816813398,0,0.21337,0.6484422111,0.01407394068,0.63,0.67,0.04,0.64,0.02,0.6485949251,0.3856896678,1.745503358,0,0.64468,-0.4041708543,0.03268843255,-0.45,-0.35,0.1,-0.41,0.06,0.4054905832,0.02763526052,1.524926216,0,0.40159,3.11959799,4.992332597,0,13.7,13.7,0,5.7,5.886873226,1.206850062,2.701366919,0,3.0448,-6.036180905,57.26819737,-122.7,52.4,175.1,27.5,104.15,57.5854314,-0.9743661197,2.138340085,1,48.17845,4.12361809,44.13047461,-32.9,96,128.9,-22.7,72.7,44.32271444,1.001786924,2.256722682,1,37.29135,159.4371859,352.4591631,-93.7,798.2,891.9,-74,648.85,386.8432213,0.9362257286,2.009827747,1,260.8415,4.702512563,6.798828137,-0.4,17.7,18.1,0.3,12.05,8.266661263,0.9274652967,2.048822676,7,4.81395,-25.08492462,37.93239257,-92.7,1.7,94.4,1,73.9,45.47658573,-0.8694068195,1.886555847,1,26.88245,2.498994975,4.550630747,-1.1,12.7,13.8,-0.3,6.35,5.191648686,1.173543711,2.705124433,1,2.99845,"Stair-ascent"
3.5,4.495,0.29985,1.865219954,-5.49,3.64,9.13,-0.05,2.54,1.889167939,0.01320143205,2.961927986,5,1.393195,0.30405,0.6593778109,-1.86,1.8,3.66,0.45,0.87,0.7261029541,-0.6780236357,3.803223294,5,0.57157,-0.28485,2.301163397,-4.28,6.67,10.95,-0.31,2.93,2.318726482,0.6786276776,3.794419852,3,1.735515,0.03965,0.09153347748,-0.1,0.33,0.43,0.04,0.11,0.09975219296,0.8804414572,3.95149595,8,0.07545,0.0107,0.1932834965,-0.25,0.41,0.66,-0.02,0.34,0.1935794411,0.5162233184,2.12462594,3,0.16237,0.056,0.866405217,-0.93,2.16,3.09,-0.25,0.6625,0.8682131075,1.252525425,3.326381418,3,0.62221,0.60515,0.02576776087,0.56,0.64,0.08,0.61,0.05,0.6056983573,-0.3775768695,1.651661025,0,0.60207,0.215,0.02988310559,0.16,0.29,0.13,0.22,0.05,0.21706681,-0.2135982387,2.152394699,0,0.21331,0.6476,0.01487413863,0.62,0.67,0.05,0.64,0.02,0.6477707928,0.3059334937,1.754660056,0,0.644685,-0.4061,0.03089967637,-0.45,-0.34,0.11,-0.41,0.06,0.4072738636,0.04744101065,1.633349121,0,0.40447,3.689,5.020147309,0,13.7,13.7,0,7.85,6.229815407,0.9330318299,2.201612529,0,3.6721,6.3755,50.69908234,-122.7,52.4,175.1,29.5,8.725,51.09837522,-1.637096908,3.954879439,1,42.5101,-4.042,41.40837761,-32.9,96,128.9,-23.95,6.925,41.60518597,1.577097269,3.695770175,1,34.48435,79.845,302.5666521,-93.7,798.2,891.9,-74.25,43.5,312.9245963,1.601859541,3.798163097,1,196.00295,3.3855,6.294627848,-0.4,17.7,18.1,0.2,0.75,7.147303687,1.519846225,3.488584432,8,3.5221,-16.857,33.6014918,-92.7,1.7,94.4,1,10.525,37.59280117,-1.496145948,3.43615033,1,18.9331,1.712,4.261954481,-1.1,12.7,13.8,-0.3,0.2,4.592951121,1.758465499,4.337469822,1,2.27655,"Stair-ascent"
3.603,4.597,0.1072277228,2.072170679,-5.9,3.64,9.54,-0.05,3.09,2.074943158,-0.1389069842,2.867618307,6,1.62586,0.1507425743,1.000094522,-4.62,1.8,6.42,0.45,0.91,1.011391307,-1.7886073,7.929377374,6,0.74282,-0.3410891089,2.317617589,-4.28,6.67,10.95,-0.62,3.105,2.342582564,0.734844001,3.74133128,4,1.816665,0.0404950495,0.09222095977,-0.1,0.33,0.43,0.04,0.12,0.100720179,0.8577268752,3.810933428,9,0.07661,0.02797029703,0.1977480623,-0.25,0.41,0.66,-0.02,0.34,0.1997163831,0.2664457218,1.824328948,3,0.178595,0.1469306931,0.902534103,-0.93,2.16,3.09,-0.105,1.12,0.9144158986,1.010820836,2.778617222,4,0.67322,0.6071782178,0.02795785231,0.56,0.65,0.09,0.61,0.05,0.6078215443,-0.2079270625,1.725517059,0,0.603285,0.2211386139,0.03908850828,0.16,0.31,0.15,0.22,0.05,0.2245666895,0.4988678131,2.719752003,0,0.21899,0.6455445545,0.0168848897,0.62,0.67,0.05,0.64,0.03,0.6457653376,0.1497677661,1.733156752,0,0.642005,-0.4020792079,0.03678454345,-0.45,-0.33,0.12,-0.41,0.06,0.4037583338,0.430539021,2.13608494,0,0.400335,3.654950495,5.006846822,0,13.7,13.7,0,7.75,6.198965899,0.948350944,2.230817939,0,3.67215,20.10693069,34.35737561,-107.6,54,161.6,30.45,8.1,39.80851568,-2.620177869,8.679543338,1,34.66155,-13.9980198,30.60062117,-35.7,94.5,130.2,-24.3,4.825,33.65029828,2.629732588,8.529989658,1,28.1665,2.968811881,206.5390955,-93.7,758.8,852.5,-74.3,14.675,206.5604314,2.595461734,8.342391175,1,122.4978,1.854950495,4.747099192,-2.8,17.7,20.5,0.1,0.5,5.096645179,2.512129723,7.83728631,15,1.81925,-8.617326733,24.38057876,-91.3,3.8,95.1,1,1.175,25.85867244,-2.430207205,7.41789217,5,9.7235,0.6430693069,2.852491786,-1.1,12.4,13.5,-0.3,0.2,2.924080629,2.99141356,10.79395015,4,1.08955,"Stair-ascent"
3.7,4.7,-0.0236,2.240805891,-5.9,3.64,9.54,0.025,3.4325,2.240930164,-0.1983596548,2.541699358,8,1.729355,-0.1182,1.830964434,-11.87,5.06,16.93,0.4,1.5175,1.834775736,-2.897088677,18.95348289,7,1.11242,-0.1358,2.819321613,-4.28,8.75,13.03,-0.8,3.385,2.8225903,1.063195194,3.889747593,5,2.173895,0.033,0.1019166326,-0.22,0.33,0.55,0.04,0.1225,0.1071260939,0.4919951192,3.473373467,9,0.08407,0.03285,0.1974977911,-0.33,0.41,0.74,0,0.3325,0.2002111386,0.1876147719,1.88236193,6,0.179215,0.12465,0.917398974,-0.93,2.16,3.09,-0.245,1.14,0.9258285478,1.027152345,2.738532343,4,0.698395,0.60795,0.02897063168,0.56,0.65,0.09,0.61,0.05,0.6086398771,-0.1770392356,1.648548289,0,0.608095,0.22625,0.04469270075,0.16,0.31,0.15,0.22,0.06,0.2306219851,0.407735509,2.033357654,0,0.22608,0.6436,0.01860215041,0.62,0.67,0.05,0.64,0.03,0.6438687755,0.1718342172,1.549108502,0,0.643785,-0.39925,0.04063173021,-0.45,-0.33,0.12,-0.41,0.06,0.4013122226,0.4461802216,1.864836322,0,0.399255,3.769,4.968132345,0,13.7,13.7,0.65,7.85,6.236000321,0.9346693485,2.215664236,0,3.7554,30.3225,7.963896267,-8.5,54,62.5,31,8.125,31.35087957,-1.252227231,8.437281138,1,30.1733,-25.1225,6.647709662,-45.2,13.6,58.8,-25.3,4.825,25.98715163,1.857275439,12.78805982,1,25.37215,-50.855,62.15101749,-93.7,242.2,335.9,-74.35,14.9,80.30554153,2.405314341,8.071688336,2,77.43085,0.433,1.273778238,-2.8,7.4,10.2,0.1,0.4,1.345362405,2.947969644,13.45933911,16,0.6236,-0.494,6.366605375,-42.2,3.8,46,1.1,0.7,6.38574193,-4.642569052,25.29124335,6,2.8221,-0.3195,0.4706057267,-1.7,2.1,3.8,-0.3,0.125,0.5688145568,1.123612098,10.3787046,7,0.45755,"Stair-ascent"
3.801,4.8,0.1444776119,2.177718431,-5.9,3.64,9.54,0.13,3.37,2.182505749,-0.1778837148,2.433652349,10,1.7383,-0.1491044776,1.804742286,-11.87,5.06,16.93,0.26,1.42,1.81089118,-2.955253572,19.75976696,10,1.069125,-0.3036318408,2.685007248,-4.28,8.75,13.03,-0.79,2.68,2.702120689,1.23727988,4.61900594,9,2.01633,0.02129353234,0.09461268734,-0.22,0.33,0.55,0.02,0.09,0.096979251,0.7381014294,4.512928517,10,0.072745,0.05626865672,0.1866982226,-0.33,0.41,0.74,0.07,0.26,0.1949933026,-0.01995222929,2.105919057,7,0.16982,0.132039801,0.9115447052,-0.93,2.16,3.09,-0.11,1.13,0.9210582276,1.023085739,2.758203859,4,0.689415,0.6089552239,0.02978201041,0.56,0.65,0.09,0.61,0.06,0.6096830593,-0.1789191211,1.596618804,0,0.608325,0.2312935323,0.04846210406,0.16,0.31,0.15,0.22,0.1,0.2363160461,0.229209703,1.600293346,0,0.230855,0.6423880597,0.01957937428,0.62,0.67,0.05,0.64,0.04,0.6426863707,0.1850882228,1.47026098,0,0.64194,-0.3955223881,0.04388871892,-0.45,-0.33,0.12,-0.41,0.09,0.3979499706,0.3263319035,1.530312728,0,0.395275,3.750248756,4.962848287,0,13.7,13.7,0.6,7.8,6.22046854,0.9421489162,2.22985363,0,3.7554,29.43532338,6.40863814,14.1,54,39.9,30.1,7.8,30.12488847,-0.0341255218,3.501937782,0,29.28555,-26.87313433,4.802795064,-45.2,-15.3,29.9,-25.7,5.4,27.29894117,-1.059203476,4.593350286,0,27.0955,-30.51144279,95.13875919,-88.5,250.4,338.9,-73.8,14.5,99.91161915,1.883067536,5.077243388,1,88.26655,0.5293532338,1.191505624,-2.8,4.9,7.7,0.1,0.4,1.303802323,1.67471871,5.681118803,15,0.64945,-0.1452736318,3.61617291,-13.5,3.8,17.3,1.1,0.7,3.619089795,-2.522975226,8.165052218,5,2.0957,-0.352238806,0.4648944273,-2,1.6,3.6,-0.3,0.2,0.5832658099,-0.3419712543,7.349764893,7,0.46635,"Stair-ascent"
