t_start_s,t_end_s,acc_x_mean,acc_x_std,acc_x_min,acc_x_max,acc_x_range,acc_x_median,acc_x_iqr,acc_x_rms,acc_x_skewness,acc_x_kurtosis,acc_x_zcr,acc_x_abs_integral,acc_y_mean,acc_y_std,acc_y_min,acc_y_max,acc_y_range,acc_y_median,acc_y_iqr,acc_y_rms,acc_y_skewness,acc_y_kurtosis,acc_y_zcr,acc_y_abs_integral,acc_z_mean,acc_z_std,acc_z_min,acc_z_max,acc_z_range,acc_z_median,acc_z_iqr,acc_z_rms,acc_z_skewness,acc_z_kurtosis,acc_z_zcr,acc_z_abs_integral,gyro_x_mean,gyro_x_std,gyro_x_min,gyro_x_max,gyro_x_range,gyro_x_median,gyro_x_iqr,gyro_x_rms,gyro_x_skewness,gyro_x_kurtosis,gyro_x_zcr,gyro_x_abs_integral,gyro_y_mean,gyro_y_std,gyro_y_min,gyro_y_max,gyro_y_range,gyro_y_median,gyro_y_iqr,gyro_y_rms,gyro_y_skewness,gyro_y_kurtosis,gyro_y_zcr,gyro_y_abs_integral,gyro_z_mean,gyro_z_std,gyro_z_min,gyro_z_max,gyro_z_range,gyro_z_median,gyro_z_iqr,gyro_z_rms,gyro_z_skewness,gyro_z_kurtosis,gyro_z_zcr,gyro_z_abs_integral,quat_w_mean,quat_w_std,quat_w_min,quat_w_max,quat_w_range,quat_w_median,quat_w_iqr,quat_w_rms,quat_w_skewness,quat_w_kurtosis,quat_w_zcr,quat_w_abs_integral,quat_x_mean,quat_x_std,quat_x_min,quat_x_max,quat_x_range,quat_x_median,quat_x_iqr,quat_x_rms,quat_x_skewness,quat_x_kurtosis,quat_x_zcr,quat_x_abs_integral,quat_y_mean,quat_y_std,quat_y_min,quat_y_max,quat_y_range,quat_y_median,quat_y_iqr,quat_y_rms,quat_y_skewness,quat_y_kurtosis,quat_y_zcr,quat_y_abs_integral,quat_z_mean,quat_z_std,quat_z_min,quat_z_max,quat_z_range,quat_z_median,quat_z_iqr,quat_z_rms,quat_z_skewness,quat_z_kurtosis,quat_z_zcr,quat_z_abs_integral,encoder_angle_mean,encoder_angle_std,encoder_angle_min,encoder_angle_max,encoder_angle_range,encoder_angle_median,encoder_angle_iqr,encoder_angle_rms,encoder_angle_skewness,encoder_angle_kurtosis,encoder_angle_zcr,encoder_angle_abs_integral,grf_x_mean,grf_x_std,grf_x_min,grf_x_max,grf_x_range,grf_x_median,grf_x_iqr,grf_x_rms,grf_x_skewness,grf_x_kurtosis,grf_x_zcr,grf_x_abs_integral,grf_y_mean,grf_y_std,grf_y_min,grf_y_max,grf_y_range,grf_y_median,grf_y_iqr,grf_y_rms,grf_y_skewness,grf_y_kurtosis,grf_y_zcr,grf_y_abs_integral,grf_z_mean,grf_z_std,grf_z_min,grf_z_max,grf_z_range,grf_z_median,grf_z_iqr,grf_z_rms,grf_z_skewness,grf_z_kurtosis,grf_z_zcr,grf_z_abs_integral,grt_x_mean,grt_x_std,grt_x_min,grt_x_max,grt_x_range,grt_x_median,grt_x_iqr,grt_x_rms,grt_x_skewness,grt_x_kurtosis,grt_x_zcr,grt_x_abs_integral,grt_y_mean,grt_y_std,grt_y_min,grt_y_max,grt_y_range,grt_y_median,grt_y_iqr,grt_y_rms,grt_y_skewness,grt_y_kurtosis,grt_y_zcr,grt_y_abs_integral,grt_z_mean,grt_z_std,grt_z_min,grt_z_max,grt_z_range,grt_z_median,grt_z_iqr,grt_z_rms,grt_z_skewness,grt_z_kurtosis,grt_z_zcr,grt_z_abs_integral,label
2.607,3.597,0.1331313131,1.945525634,-3.27,9.44,12.71,-0.26,1.8125,1.950075368,1.471259894,7.496501827,6,1.34998,0.03888888889,1.841934035,-5.97,4.31,10.28,-0.07,2.7175,1.842344521,0.09995126837,3.050854986,6,1.45799,-0.0501010101,4.214818854,-19.94,21.6,41.54,-0.34,2.0175,4.215116615,1.868910499,18.55995169,12,1.769975,0.03787878788,0.2236170641,-0.31,0.55,0.86,0.04,0.2325,0.2268025439,0.5678783802,2.933297203,6,0.171455,0.03909090909,0.1338255378,-0.17,0.35,0.52,0.02,0.17,0.1394179821,0.5732947613,2.799308834,7,0.105615,-0.04454545455,0.6386511555,-0.75,1.09,1.84,-0.25,1.2675,0.6402027772,0.5595591313,1.74138193,6,0.57417,-0.6371717172,0.006036991029,-0.65,-0.63,0.02,-0.64,0.01,0.6372003158,-0.2228354257,2.398576273,0,0.63079,-0.3302020202,0.03342350827,-0.38,-0.29,0.09,-0.32,0.06,0.3318892964,-0.2859380247,1.53442774,0,0.32681,-0.6377777778,0.0115080609,-0.66,-0.62,0.04,-0.64,0.02,0.637881595,0.3148534054,1.766225223,0,0.63142,0.2741414141,0.02778016519,0.23,0.32,0.09,0.28,0.0475,0.2755453729,-0.08917444479,1.914000283,0,0.27147,7.297979798,2.056327009,0.4,10.2,9.8,7.75,2.7,7.582149425,-1.301580466,4.76589147,0,7.2656,19.2540404,7.299360622,-27.8,34.7,62.5,20.25,7.4,20.59122962,-2.611381773,15.9747944,1,19.50925,-21.37474747,5.346439265,-40.7,-12.1,28.6,-20.4,6,22.03325311,-1.337906373,5.093570072,0,20.98085,-38.81919192,100.5636631,-88.9,335.9,424.8,-77.2,8.625,107.7960111,2.565876303,8.423555139,2,89.98775,-0.003535353535,0.4264459967,-2.2,1.5,3.7,0,0.2,0.426460651,-1.034895409,11.18627632,14,0.2438,1.089393939,1.546693651,-6.2,3.7,9.9,1.3,0.875,1.891835195,-2.526557263,11.62695736,5,1.5062,0.1732323232,1.00922045,-0.5,4.5,5,-0.1,0.2,1.023980153,2.924415919,11.2255486,4,0.48695,"Stair-descent"
2.704,3.7,-0.1721212121,1.970870327,-3.27,9.44,12.71,-0.34,1.6425,1.978371946,1.696521055,8.14738108,7,1.376215,-0.2093939394,1.829493951,-5.97,4.31,10.28,-0.4,2.205,1.841438009,0.4018839319,3.267126214,7,1.44011,-0.09181818182,4.216620401,-19.94,21.6,41.54,-0.47,2.0175,4.217619966,1.896043134,18.60272871,11,1.79828,0.006464646465,0.1924919683,-0.31,0.54,0.85,0.02,0.2075,0.1926004919,0.594418066,3.604359158,7,0.143435,0.05131313131,0.1325404186,-0.17,0.35,0.52,0.06,0.1675,0.142126704,0.3433404325,2.725550259,4,0.112565,-0.01888888889,0.6250444653,-0.72,1.09,1.81,-0.2,1.2575,0.625329812,0.5247353801,1.744293468,7,0.55826,-0.6352525253,0.007699328889,-0.65,-0.62,0.03,-0.64,0.01,0.6352991819,0.283779644,2.651904871,0,0.6328,-0.3302020202,0.03342350827,-0.38,-0.29,0.09,-0.32,0.06,0.3318892964,-0.2859380247,1.53442774,0,0.328615,-0.6387878788,0.01289214993,-0.66,-0.62,0.04,-0.64,0.02,0.6389179616,0.02823200209,1.903452886,0,0.63635,0.2756565657,0.02896049612,0.23,0.32,0.09,0.28,0.05,0.2771736866,-0.125985328,1.770140816,0,0.27476,7.83989899,1.26852893,5.5,10.2,4.7,8,2,7.941862616,-0.3010024825,2.038318181,0,7.8386,11.38282828,25.23068735,-77.7,34.7,112.4,19.25,8.5,27.67952969,-2.479172086,7.874162121,1,23.8109,-20.79292929,5.725033678,-40.7,-8.8,31.9,-19.9,6.15,21.5666854,-1.107992455,4.771910697,0,20.526,1.210606061,163.4625449,-88.9,430,518.9,-77.2,8.625,163.4670277,1.668620836,4.050206348,1,125.8244,0.02323232323,0.4503260957,-2.2,1.3,3.5,0,0.2,0.4509249753,-0.9583581267,9.005760156,14,0.2694,-0.4050505051,4.333528521,-15.2,3.6,18.8,1.2,0.8,4.352417185,-2.407537168,7.652760889,5,2.49125,0.4313131313,1.397157754,-0.5,4.5,5,-0.1,0.2,1.46221777,1.880754873,4.952703594,1,0.7621,"Stair-descent"
2.806,3.797,-0.44765,2.104143288,-3.27,9.44,12.71,-0.46,1.77,2.151234413,2.150431375,9.341642174,8,1.436885,-0.50675,1.822925928,-5.97,8.58,14.55,-0.875,2.2025,1.892050343,1.45878736,8.55170761,8,1.366305,-0.2544,4.179059899,-19.94,21.6,41.54,-0.63,1.87,4.18679603,2.035581222,19.39633555,11,1.74421,-0.03145,0.1400835376,-0.31,0.37,0.68,-0.005,0.1625,0.1435705402,-0.2408187181,3.230461692,12,0.10688,0.04775,0.1310932397,-0.17,0.35,0.52,0.05,0.1525,0.1395188159,0.4194550695,2.84903776,4,0.10806,0.0453,0.6406464782,-0.7,1.09,1.79,-0.12,1.3125,0.6422460588,0.3238047387,1.518523543,6,0.57424,-0.6347,0.008301204732,-0.65,-0.62,0.03,-0.64,0.01,0.6347542832,0.3241998653,2.393392617,0,0.629115,-0.33085,0.03250811437,-0.38,-0.29,0.09,-0.32,0.06,0.3324432282,-0.3196033405,1.570622471,0,0.32791,-0.63975,0.01369078157,-0.66,-0.62,0.04,-0.64,0.02,0.639896476,0.02509824121,1.793630777,0,0.63412,0.27345,0.0263172472,0.23,0.31,0.08,0.28,0.05,0.2747134871,-0.2712666552,1.809246623,0,0.270895,7.3345,2.225120165,0,10.2,10.2,8,2.6,7.664597184,-1.727802486,6.178405116,0,7.37685,9.4625,29.37254575,-77.7,66.3,144,20,9,30.85912102,-1.630900828,4.86133147,2,26.41645,-19.583,7.543030624,-40.7,13.4,54.1,-19.15,5.975,20.98549976,0.7413485643,7.658046656,1,19.68855,64.9985,229.5425914,-88.9,813.1,902,-76.05,338.75,238.5678232,1.258414113,3.279260107,1,167.01015,0.2135,0.6970421436,-2.2,4.1,6.3,0.1,0.4,0.7290061728,1.553235991,11.4577213,13,0.39375,-2.0625,6.349515237,-31.1,3.1,34.2,0.9,3.625,6.676095416,-2.241772696,8.173006899,5,3.4974,0.829,1.658028649,-0.4,4.7,5.1,-0.1,2.8,1.853725978,1.150029862,2.60386606,1,1.0659,"Stair-descent"
2.905,3.898,-0.4874371859,2.295283774,-3.27,9.44,12.71,-0.53,1.815,2.346470246,2.152243207,8.165060349,8,1.616075,-0.5775879397,1.855719994,-5.97,8.58,14.55,-0.96,2.085,1.943528884,1.660782681,8.770838494,9,1.43658,-0.1439698492,4.258072655,-19.94,21.6,41.54,-0.63,2.01,4.260505844,1.889958055,17.92666843,12,1.896355,-0.02015075377,0.1375831494,-0.31,0.37,0.68,0.01,0.115,0.139050983,-0.464690993,3.569457703,12,0.09897,0.02201005025,0.09683939924,-0.17,0.26,0.43,0.04,0.13,0.09930917157,-0.3441600965,2.50417,4,0.083635,-0.05552763819,0.5936909488,-0.7,1.09,1.79,-0.23,1.02,0.5962820317,0.6998995375,2.105010584,7,0.518855,-0.6343718593,0.008709863412,-0.65,-0.62,0.03,-0.64,0.01,0.6344316493,0.331797846,2.208250577,0,0.630035,-0.330201005,0.03283826361,-0.38,-0.29,0.09,-0.31,0.06,0.3318298589,-0.3610981329,1.54759484,0,0.327705,-0.6412060302,0.01451226353,-0.66,-0.62,0.04,-0.64,0.02,0.6413702354,0.1808322611,1.625132791,0,0.636805,0.2726130653,0.02552378003,0.23,0.31,0.08,0.28,0.04,0.2738053081,-0.3088104974,1.848288485,0,0.270795,6.414572864,3.032692668,0,10.2,10.2,7.4,2.85,7.095348466,-1.193336334,3.213571357,0,6.47275,8.477889447,29.94496482,-77.7,66.3,144,20.3,18.9,31.12194608,-1.428971376,4.374881799,3,26.5767,-16.74623116,11.88325427,-40.7,23.1,63.8,-18.5,7.2,20.53406901,1.326035139,5.180081711,5,18.833,139.4778894,283.5413944,-88.9,820.5,909.4,-75.1,483.75,315.990196,0.8197079755,2.181117403,1,225.5684,0.6492462312,1.435580507,-2.2,5.8,8,0.1,0.9,1.575567219,2.008130651,6.910619479,10,0.7824,-3.861306533,7.688009348,-31.1,3.1,34.2,0.6,10.5,8.603207302,-1.528984508,4.681173991,5,5.03305,1.381407035,2.072603303,-0.4,6.1,6.5,-0.1,3.55,2.490776957,0.7807957937,1.994443601,1,1.569,"Stair-descent"
3.002,3.999,-0.3216748768,2.290296118,-3.27,9.44,12.71,-0.43,1.925,2.312775613,1.932793311,7.491567374,9,1.592405,-0.4168965517,1.843733021,-5.97,8.58,14.55,-0.64,2.14,1.890278865,1.440072253,8.293451074,10,1.358235,0.03566502463,4.183248546,-19.94,21.6,41.54,-0.36,1.905,4.183400578,1.833022068,18.53503857,14,1.751455,-0.01689655172,0.1364891383,-0.31,0.37,0.68,0.01,0.105,0.1375310086,-0.5305809302,3.661712364,13,0.0982,0.00645320197,0.08572054221,-0.17,0.14,0.31,0.02,0.12,0.08596310355,-0.5057629104,2.230360536,6,0.071585,-0.1625123153,0.4796808192,-0.7,1.07,1.77,-0.27,0.66,0.5064621811,0.8900646022,2.781317099,7,0.430915,-0.6331034483,0.009082226346,-0.65,-0.62,0.03,-0.63,0.01,0.6331685898,0.0984209918,1.990490882,0,0.63131,-0.32591133,0.03286832994,-0.38,-0.29,0.09,-0.31,0.06,0.3275645313,-0.659924329,1.786969323,0,0.324635,-0.6435960591,0.01526044451,-0.66,-0.62,0.04,-0.65,0.03,0.6437769555,0.4192333155,1.6457269,0,0.64176,0.2758128079,0.02576331132,0.23,0.31,0.08,0.29,0.045,0.2770134531,-0.5731277747,1.995114722,0,0.275155,5.522660099,3.441127496,0,10.2,10.2,6.8,6.7,6.507006455,-0.7200607328,1.958433576,0,5.5904,3.809359606,31.53650104,-77.7,66.3,144,17.7,35.35,31.76573812,-0.9891643138,3.137701921,3,26.8265,-12.01034483,17.78061826,-40.7,39.6,80.3,-17.9,10.85,21.45690491,1.190429688,3.519180201,5,19.6314,225.0940887,334.0427237,-88.9,820.5,909.4,126.6,561.4,402.8050273,0.5006883243,1.695100237,1,297.32265,1.207389163,2.07074261,-2.2,7.3,9.5,0.1,1.3,2.397032237,1.338372201,3.508008997,8,1.33045,-6.878817734,10.65471031,-32.5,3.1,35.6,0.4,14.15,12.68230993,-1.110112055,2.910688633,5,7.8208,1.998522167,2.490305891,-0.4,7.9,8.3,0.3,4.3,3.193072859,0.6386430691,2.122937938,1,2.1405,"Stair-descent"
3.102,4.094,-0.08365,2.184900725,-3.27,9.44,12.71,-0.33,1.2625,2.186501429,2.038225116,8.113042123,11,1.383545,-0.1741,1.737592642,-5.97,8.58,14.55,-0.24,1.6775,1.746292931,1.465968573,9.580348626,11,1.1375,0.2776,4.137464228,-19.94,21.6,41.54,-0.08,1.11,4.146766451,1.767226231,19.21403931,16,1.54031,-0.019,0.1371422619,-0.31,0.37,0.68,0.01,0.11,0.1384521578,-0.4854263612,3.616238782,14,0.09717,0.0059,0.08636081287,-0.17,0.14,0.31,0.02,0.1325,0.08656211643,-0.4779499519,2.193359143,6,0.07191,-0.25755,0.3870949464,-0.7,0.98,1.68,-0.29,0.5125,0.4649456958,1.232034221,4.314760288,7,0.3992,-0.63055,0.008671649209,-0.65,-0.62,0.03,-0.63,0.02,0.6306096257,-0.0318328244,1.62127369,0,0.625665,-0.31785,0.02854605927,-0.38,-0.29,0.09,-0.31,0.03,0.3191292841,-1.185686613,2.96844655,0,0.31543,-0.6475,0.01395528574,-0.66,-0.62,0.04,-0.65,0.02,0.6476503686,0.8292577523,2.304928309,0,0.64229,0.2829,0.02241851913,0.23,0.31,0.08,0.29,0.03,0.2837868919,-0.9609133856,2.964650178,0,0.28044,4.841,3.763325524,0,10.2,10.2,6.1,8.2,6.131712648,-0.3210742596,1.392742618,0,4.9103,-5.985,38.46347716,-86,66.3,152.3,15,57.4,38.9263317,-0.6661131673,2.232867315,3,31.407,-4.525,27.45476962,-40.7,71.7,112.4,-16.9,32.6,27.82516846,1.263237129,3.667126403,5,23.27415,313.991,357.5736896,-88.9,820.5,909.4,340.6,754.65,475.8668843,0.1368817489,1.426405747,1,366.52765,2.1785,3.303481156,-2.2,11.3,13.5,0.55,4.575,3.957126483,1.383007432,3.898156535,8,2.26075,-10.515,13.43906898,-39.9,3.1,43,-5.6,21.05,17.06381552,-0.7961226828,2.209414521,5,11.2044,2.9895,3.358964089,-0.4,13.4,13.8,2.85,4.825,4.496637633,0.9514403577,3.484253079,1,3.0292,"Stair-descent"
3.205,4.2,-0.01497512438,2.153113937,-3.27,9.44,12.71,-0.3,0.74,2.153166013,2.040992863,8.280461644,14,1.30953,-0.04074626866,1.663757941,-5.97,8.58,14.55,-0.15,1.27,1.664256815,1.497654513,10.74568361,12,1.000385,0.4685572139,4.068603781,-19.94,21.6,41.54,-0.05,0.99,4.095495402,1.723342862,20.10099649,19,1.38279,-0.02980099502,0.1335283159,-0.31,0.37,0.68,-0.01,0.11,0.1368134147,-0.3249264872,3.825451481,14,0.094935,0.01189054726,0.08394150984,-0.17,0.14,0.31,0.03,0.12,0.08477949156,-0.6746025547,2.542402032,5,0.069635,-0.2406467662,0.3836782955,-0.7,0.98,1.68,-0.27,0.52,0.4529016455,1.133960407,4.226083799,7,0.38128,-0.628358209,0.008273379042,-0.64,-0.62,0.02,-0.63,0.02,0.628412673,-0.3132284852,1.529281198,0,0.62529,-0.3088059701,0.02077041438,-0.37,-0.29,0.08,-0.3,0.01,0.3095036952,-1.588473077,4.693572519,0,0.30714,-0.6515422886,0.01088654529,-0.66,-0.62,0.04,-0.66,0.01,0.6516332332,1.141205559,3.171714881,0,0.64839,0.2905472637,0.01681621478,0.24,0.31,0.07,0.29,0.02,0.291033499,-0.8394293627,3.010196395,0,0.28912,4.256218905,4.016777455,0,10.2,10.2,6,8.2,5.852341454,-0.006612826164,1.156554426,0,4.32795,-15.97512438,42.56239293,-88.4,66.3,154.7,-6.7,82.1,45.46165297,-0.2737597297,1.67771476,3,37.39535,3.62039801,33.52774795,-40.7,75.8,116.5,-12.9,46.4,33.72265061,0.7730152194,2.20437692,5,28.1839,391.9726368,348.1021398,-88.9,820.5,909.4,430,820.4,524.2305292,-0.248592038,1.515579189,1,433.2885,3.182587065,3.9542087,-2.2,11.3,13.5,1.1,5.7,5.075886806,0.8290039012,2.244345038,8,3.3124,-14.2761194,14.85060016,-40,3.1,43.1,-11.1,30.7,20.59970656,-0.3934694812,1.611269734,5,14.9785,3.874626866,3.674559978,-0.4,13.4,13.8,3.7,5.9,5.339955466,0.7097455935,2.921443524,1,3.9829,"Stair-descent"
3.308,4.3,0.004179104478,2.154484262,-3.27,9.44,12.71,-0.3,1.07,2.154488315,2.009889436,8.187825599,15,1.31227,0.04572139303,1.649137149,-5.97,8.58,14.55,-0.07,0.95,1.649770827,1.395122357,10.81665319,13,0.966775,0.4968656716,4.057367432,-19.94,21.6,41.54,-0.04,0.92,4.087677332,1.719833192,20.27468346,19,1.36037,-0.01810945274,0.129700796,-0.31,0.37,0.68,0,0.08,0.1309589583,-0.556132809,4.366758098,16,0.083095,0.02756218905,0.06487283668,-0.16,0.14,0.3,0.03,0.08,0.0704851701,-0.6145389311,3.278448576,6,0.055715,-0.1643781095,0.3672958008,-0.65,0.98,1.63,-0.2,0.44,0.4024007557,0.8986263497,3.917967523,7,0.32243,-0.6263681592,0.007612753184,-0.64,-0.62,0.02,-0.62,0.01,0.6264144194,-0.7166082561,2.068333349,0,0.62137,-0.301840796,0.01226143602,-0.35,-0.29,0.06,-0.3,0.02,0.3020897366,-1.427333149,5.286845279,0,0.29918,-0.6546766169,0.007855656801,-0.66,-0.63,0.03,-0.66,0.01,0.6547237464,1.463284342,4.524565281,0,0.64962,0.295920398,0.01262839066,0.26,0.31,0.05,0.3,0.02,0.2961897335,-0.5929873311,2.481683646,0,0.29364,3.58358209,4.104175656,0,10.2,10.2,0,8.2,5.448515248,0.3545279736,1.230812161,0,3.62255,-20.61940299,41.29628983,-88.4,66.3,154.7,-15,79.6,46.15780902,-0.03570469571,1.760459415,3,38.48785,8.799502488,33.76351986,-40.7,75.8,116.5,3.3,54.3,34.89135305,0.3989119243,1.811329801,5,29.76445,443.9303483,310.9608822,-85.8,820.5,906.3,465.2,481,542.0062955,-0.5041046119,2.018300745,1,469.5393,3.854726368,3.93437334,-2.2,11.3,13.5,2.9,6.5,5.508013159,0.4551785898,1.836043066,3,3.9889,-16.65472637,14.08841979,-40,3.1,43.1,-14.8,26.1,21.81429537,-0.1099987768,1.615009245,5,17.14255,4.445273632,3.443848081,-0.4,13.4,13.8,4.4,3.5,5.623215029,0.5346593142,3.08682639,1,4.524,"Stair-descent"
3.408,4.4,0.01432835821,2.153426674,-3.27,9.44,12.71,-0.26,1.07,2.153474342,1.998880321,8.166077315,16,1.303805,0.0823880597,1.649921834,-5.97,8.58,14.55,0.02,0.96,1.651977558,1.327635956,10.67523053,13,0.97663,0.4727363184,4.056521802,-19.94,21.6,41.54,-0.02,0.77,4.083974627,1.738854361,20.33271689,21,1.316555,0.007711442786,0.09240693217,-0.31,0.37,0.68,0,0.07,0.09272813738,0.3193917035,7.872041051,16,0.05679,0.02741293532,0.06539032162,-0.15,0.14,0.29,0.03,0.08,0.07090390105,-0.6568347157,3.37659097,6,0.05631,-0.09676616915,0.3347056181,-0.65,0.98,1.63,-0.14,0.34,0.3484128905,0.8813408032,4.331442321,7,0.262515,-0.6243781095,0.006287974657,-0.64,-0.62,0.02,-0.62,0.01,0.6244097711,-1.135638142,3.177108565,0,0.61937,-0.2978606965,0.007720264574,-0.31,-0.29,0.02,-0.3,0.01,0.2979607307,-0.3876671131,1.769695657,0,0.295435,-0.6570149254,0.004891334211,-0.66,-0.64,0.02,-0.66,0.01,0.6570331326,1.257889056,3.421329963,0,0.651935,0.2988059701,0.00944042141,0.28,0.31,0.03,0.3,0.02,0.2989550624,-0.363610553,2.137631189,0,0.29638,2.795522388,3.951853253,0,10.2,10.2,0,8,4.840670362,0.7949212684,1.74275348,0,2.82275,-22.60945274,39.77808542,-88.4,66.3,154.7,-15,73.3,45.75460013,0.01640895883,1.921406242,4,37.26895,12.43383085,32.14045435,-40.7,75.8,116.5,11.4,50.8,34.46170273,0.2370756732,1.905156044,8,28.74405,482.4696517,264.3951015,-85.8,820.5,906.3,465.2,403.3,550.1651884,-0.497999671,2.478779054,1,492.13525,4.335820896,3.732099625,-2.2,11.3,13.5,4.7,6,5.720831272,0.2732974012,1.904820229,3,4.45495,-18.13283582,12.9075633,-40,3.1,43.1,-17.2,20.9,22.25769362,-0.05755510145,1.819711392,5,18.38815,4.803482587,3.141827875,-0.4,13.4,13.8,4.8,3.1,5.739732342,0.6724592993,3.577307596,1,4.82765,"Stair-descent"
3.5,4.496,0.0615270936,2.144238502,-3.27,9.44,12.71,-0.25,1.2,2.145121054,1.939266488,8.051541714,16,1.32172,0.02783251232,1.638868477,-5.97,8.58,14.55,-0.11,0.94,1.639104796,1.439547679,11.04287818,14,0.94854,0.4516748768,4.038083503,-19.94,21.6,41.54,-0.04,0.62,4.063265752,1.760953176,20.53921615,20,1.301815,0.01295566502,0.07582799439,-0.09,0.37,0.46,0,0.07,0.07692680931,2.162990779,9.620103288,15,0.049795,0.01551724138,0.073431738,-0.15,0.14,0.29,0.02,0.1,0.0750533472,-0.5257029755,2.691830384,5,0.060565,-0.04236453202,0.2929169171,-0.58,0.98,1.56,-0.06,0.29,0.2959646497,1.233420089,5.305061976,8,0.207115,-0.6233004926,0.004702305247,-0.63,-0.62,0.01,-0.62,0.01,0.6233182299,-0.7228400965,1.522497805,0,0.6207,-0.2966009852,0.007609522102,-0.31,-0.29,0.02,-0.29,0.01,0.2966985832,-0.6577575885,2.009824775,0,0.29538,-0.6580295567,0.003977660934,-0.66,-0.65,0.01,-0.66,0,0.6580415786,1.523285519,3.320398773,0,0.65556,0.3001970443,0.008061377306,0.28,0.31,0.03,0.3,0.02,0.3003052634,-0.3742464136,2.412568323,0,0.29899,2.005418719,3.497038888,0,10.2,10.2,0,2.75,4.031251074,1.282480483,2.804266021,0,1.9788,-22.56453202,39.39055453,-88.4,66.3,154.7,-14.1,73.5,45.39574751,-0.01000237938,1.938149106,4,36.93065,13.4817734,30.83147763,-40.7,75.8,116.5,10.7,46.55,33.65023368,0.2811228879,2.018074532,8,27.35115,499.4206897,228.8645728,14.2,820.5,806.3,462.9,402.45,549.3632841,-0.0232715785,1.737501611,0,501.0578,4.480295567,3.560055614,-2.2,11.3,13.5,4.4,5.55,5.722503328,0.3228423112,2.032014712,3,4.6289,-18.5226601,12.24239902,-40,3.1,43.1,-17.2,21.05,22.20282124,-0.1808734246,1.809950108,4,18.7665,4.745320197,3.19465614,-1.6,13.4,15,4.7,3.2,5.720480017,0.5832780586,3.604018883,1,4.8983,"Stair-descent"
3.61,4.599,-0.02811881188,1.760713015,-3.13,7.14,10.27,-0.16,1.03,1.760937532,1.698296268,8.304281814,12,1.105125,0.05861386139,1.414407499,-2.1,8.58,10.68,-0.06,0.9,1.415621474,2.546700531,15.39803739,10,0.81876,0.01603960396,0.9540804284,-3,5.18,8.18,-0.02,0.52,0.9542152444,2.56484936,16.03849291,16,0.49525,0.000297029703,0.04699811341,-0.09,0.14,0.23,0,0.06,0.04699905202,0.3532906691,3.027527945,14,0.036025,0.004752475248,0.06794864192,-0.15,0.14,0.29,0.02,0.08,0.06811463837,-0.4976166602,2.725454781,3,0.054185,-0.04069306931,0.2881805589,-0.53,0.98,1.51,-0.06,0.29,0.2910394482,1.33450113,5.539240926,4,0.19886,-0.6230693069,0.004612203841,-0.63,-0.62,0.01,-0.62,0.01,0.6230863774,-0.8372106419,1.700921659,0,0.616195,-0.2953465347,0.008030185187,-0.31,-0.28,0.03,-0.29,0.01,0.295455681,-0.8049778652,2.381270487,0,0.292155,-0.659009901,0.002986753095,-0.66,-0.65,0.01,-0.66,0,0.6590166692,2.685123854,8.20989011,0,0.65185,0.3012871287,0.008042383561,0.28,0.31,0.03,0.3,0.01,0.301394449,-0.5793976175,2.654255733,0,0.29787,1.118811881,2.549673358,0,8.5,8.5,0,0,2.784344493,2.138334747,5.914379342,0,1.0698,-22.00693069,39.80979719,-88.4,66.3,154.7,-12.7,75.8,45.48763514,-0.03630048974,1.878690397,3,37.01425,14.95445545,29.04686389,-23.6,75.8,99.4,11.05,46.55,32.67041536,0.45099246,1.968885418,8,26.103,481.8841584,255.1189401,-3,820.5,823.5,464.05,402,545.2504156,-0.2375197629,1.892391936,1,478.7184,4.631683168,3.383768205,0.4,11.3,10.9,4.55,5.475,5.736059295,0.464683621,1.995462612,0,4.6407,-18.52425743,12.28943262,-40,0.1,40.1,-17.2,20.95,22.23012072,-0.180302041,1.770359153,2,18.4937,4.486138614,3.456505696,-1.6,13.4,15,4.75,3.5,5.663291559,0.4368424332,3.15603858,2,4.6891,"Stair-descent"
